"","Week.starting","Language","Country.code","Tweets","group"
"609",2019-08-11,"ar","SAU",11,"1"
"610",2019-08-11,"ar","SDN",1,"1"
"611",2019-08-11,"ar","SYR",21,"1"
"612",2019-08-11,"ar","THA",1,"1"
"613",2019-08-11,"ar","USA",7,"1"
"614",2019-08-11,"ar","YEM",4,"1"
"616",2019-08-11,"en","ABW",1,"1"
"617",2019-08-11,"en","AFG",5,"1"
"618",2019-08-11,"en","ARE",2,"1"
"619",2019-08-11,"en","ARG",2,"1"
"620",2019-08-11,"en","AUS",8,"1"
"621",2019-08-11,"en","AUT",1,"1"
"622",2019-08-11,"en","AZE",1,"1"
"623",2019-08-11,"en","BEL",9,"1"
"624",2019-08-11,"en","BFA",1,"1"
"625",2019-08-11,"en","BHR",1,"1"
"626",2019-08-11,"en","BMU",1,"1"
"627",2019-08-11,"en","BRA",6,"1"
"628",2019-08-11,"en","CAN",17,"1"
"629",2019-08-11,"en","CHN",5,"1"
"630",2019-08-11,"en","CMR",3,"1"
"631",2019-08-11,"en","COD",1,"1"
"632",2019-08-11,"en","COL",4,"1"
"633",2019-08-11,"en","CZE",2,"1"
"634",2019-08-11,"en","DEU",12,"1"
"635",2019-08-11,"en","DNK",5,"1"
"636",2019-08-11,"en","DZA",1,"1"
"637",2019-08-11,"en","ECU",1,"1"
"638",2019-08-11,"en","EGY",1,"1"
"639",2019-08-11,"en","ESP",4,"1"
"640",2019-08-11,"en","EST",1,"1"
"641",2019-08-11,"en","FIN",16,"1"
"642",2019-08-11,"en","FRA",8,"1"
"643",2019-08-11,"en","GBR",19,"1"
"644",2019-08-11,"en","GHA",7,"1"
"645",2019-08-11,"en","GRC",6,"1"
"646",2019-08-11,"en","GTM",1,"1"
"647",2019-08-11,"en","GUY",1,"1"
"648",2019-08-11,"en","HTI",1,"1"
"649",2019-08-11,"en","HUN",2,"1"
"650",2019-08-11,"en","IDN",4,"1"
"651",2019-08-11,"en","IND",6,"1"
"652",2019-08-11,"en","IRL",3,"1"
"653",2019-08-11,"en","IRN",4,"1"
"654",2019-08-11,"en","IRQ",3,"1"
"655",2019-08-11,"en","ISR",2,"1"
"656",2019-08-11,"en","ITA",10,"1"
"657",2019-08-11,"en","JAM",2,"1"
"658",2019-08-11,"en","JPN",5,"1"
"659",2019-08-11,"en","KAZ",2,"1"
"660",2019-08-11,"en","KEN",21,"1"
"661",2019-08-11,"en","KWT",1,"1"
"662",2019-08-11,"en","LBR",2,"1"
"663",2019-08-11,"en","LBY",1,"1"
"664",2019-08-11,"en","LKA",4,"1"
"665",2019-08-11,"en","MAR",6,"1"
"666",2019-08-11,"en","MEX",3,"1"
"667",2019-08-11,"en","MLI",16,"1"
"668",2019-08-11,"en","NGA",15,"1"
"669",2019-08-11,"en","NLD",6,"1"
"670",2019-08-11,"en","NOR",5,"1"
"671",2019-08-11,"en","NPL",2,"1"
"672",2019-08-11,"en","PAK",13,"1"
"673",2019-08-11,"en","PAN",2,"1"
"674",2019-08-11,"en","PHL",9,"1"
"675",2019-08-11,"en","PNG",3,"1"
"676",2019-08-11,"en","POL",2,"1"
"677",2019-08-11,"en","PRK",2,"1"
"678",2019-08-11,"en","PRT",2,"1"
"679",2019-08-11,"en","PRY",2,"1"
"680",2019-08-11,"en","PSE",2,"1"
"681",2019-08-11,"en","QAT",3,"1"
"682",2019-08-11,"en","ROU",2,"1"
"683",2019-08-11,"en","RUS",1,"1"
"684",2019-08-11,"en","RWA",3,"1"
"685",2019-08-11,"en","SAU",1,"1"
"686",2019-08-11,"en","SEN",1,"1"
"687",2019-08-11,"en","SGP",1,"1"
"688",2019-08-11,"en","SLE",1,"1"
"689",2019-08-11,"en","SOM",2,"1"
"690",2019-08-11,"en","SVN",3,"1"
"691",2019-08-11,"en","SWE",5,"1"
"692",2019-08-11,"en","TUN",1,"1"
"693",2019-08-11,"en","TUR",5,"1"
"694",2019-08-11,"en","TWN",2,"1"
"695",2019-08-11,"en","UGA",3,"1"
"696",2019-08-11,"en","UKR",1,"1"
"697",2019-08-11,"en","URY",1,"1"
"698",2019-08-11,"en","USA",4787,"1"
"699",2019-08-11,"en","VEN",4,"1"
"700",2019-08-11,"en","ZAF",2,"1"
"701",2019-08-11,"en","ZWE",1,"1"
"703",2019-08-11,"fr","CAN",3,"1"
"704",2019-08-11,"fr","FRA",5,"1"
"705",2019-08-11,"fr","MAR",2,"1"
"706",2019-08-11,"fr","MDV",1,"1"
"708",2019-08-18,"ar","AFG",2,"1"
"709",2019-08-18,"ar","ARE",8,"1"
"710",2019-08-18,"ar","BGD",1,"1"
"711",2019-08-18,"ar","BRA",1,"1"
"712",2019-08-18,"ar","CYP",1,"1"
"713",2019-08-18,"ar","DNK",1,"1"
"714",2019-08-18,"ar","EGY",33,"1"
"715",2019-08-18,"ar","ESP",2,"1"
"716",2019-08-18,"ar","FIN",1,"1"
"717",2019-08-18,"ar","FRA",2,"1"
"718",2019-08-18,"ar","GBR",16,"1"
"719",2019-08-18,"ar","IRN",2,"1"
"720",2019-08-18,"ar","IRQ",6,"1"
"721",2019-08-18,"ar","ISR",1,"1"
"722",2019-08-18,"ar","ITA",1,"1"
"723",2019-08-18,"ar","KWT",8,"1"
"724",2019-08-18,"ar","LBN",4,"1"
"725",2019-08-18,"ar","LBY",5,"1"
"726",2019-08-18,"ar","MAR",2,"1"
"727",2019-08-18,"ar","OMN",5,"1"
"728",2019-08-18,"ar","PSE",20,"1"
"729",2019-08-18,"ar","QAT",2,"1"
"730",2019-08-18,"ar","SAU",18,"1"
"731",2019-08-18,"ar","SDN",2,"1"
"732",2019-08-18,"ar","SYR",39,"1"
"733",2019-08-18,"ar","TCD",1,"1"
"734",2019-08-18,"ar","TUR",7,"1"
"735",2019-08-18,"ar","UKR",1,"1"
"736",2019-08-18,"ar","USA",10,"1"
"737",2019-08-18,"ar","YEM",33,"1"
"739",2019-08-18,"en","AFG",8,"1"
"740",2019-08-18,"en","ARE",2,"1"
"741",2019-08-18,"en","ARG",1,"1"
"742",2019-08-18,"en","AUS",3,"1"
"743",2019-08-18,"en","BEL",6,"1"
"744",2019-08-18,"en","BHR",1,"1"
"745",2019-08-18,"en","BHS",4,"1"
"746",2019-08-18,"en","BMU",1,"1"
"747",2019-08-18,"en","BRA",10,"1"
"748",2019-08-18,"en","BWA",3,"1"
"749",2019-08-18,"en","CAN",24,"1"
"750",2019-08-18,"en","CHE",5,"1"
"751",2019-08-18,"en","CHL",2,"1"
"752",2019-08-18,"en","CHN",2,"1"
"753",2019-08-18,"en","CMR",10,"1"
"754",2019-08-18,"en","COL",4,"1"
"755",2019-08-18,"en","CRI",1,"1"
"756",2019-08-18,"en","CYM",1,"1"
"757",2019-08-18,"en","CYP",2,"1"
"758",2019-08-18,"en","DEU",22,"1"
"759",2019-08-18,"en","DJI",1,"1"
"760",2019-08-18,"en","DNK",6,"1"
"761",2019-08-18,"en","DZA",1,"1"
"762",2019-08-18,"en","ECU",1,"1"
"763",2019-08-18,"en","ESP",8,"1"
"764",2019-08-18,"en","EST",2,"1"
"765",2019-08-18,"en","ETH",6,"1"
"766",2019-08-18,"en","FIN",29,"1"
"767",2019-08-18,"en","FJI",5,"1"
"768",2019-08-18,"en","FRA",15,"1"
"769",2019-08-18,"en","GBR",56,"1"
"770",2019-08-18,"en","GHA",24,"1"
"771",2019-08-18,"en","GRC",6,"1"
"772",2019-08-18,"en","GRL",1,"1"
"773",2019-08-18,"en","HKG",8,"1"
"774",2019-08-18,"en","HND",1,"1"
"775",2019-08-18,"en","HTI",2,"1"
"776",2019-08-18,"en","HUN",3,"1"
"777",2019-08-18,"en","IDN",15,"1"
"778",2019-08-18,"en","IND",42,"1"
"779",2019-08-18,"en","IRN",7,"1"
"780",2019-08-18,"en","IRQ",9,"1"
"781",2019-08-18,"en","ISR",1,"1"
"782",2019-08-18,"en","ITA",6,"1"
"783",2019-08-18,"en","JAM",10,"1"
"784",2019-08-18,"en","JOR",1,"1"
"785",2019-08-18,"en","JPN",9,"1"
"786",2019-08-18,"en","KAZ",1,"1"
"787",2019-08-18,"en","KEN",29,"1"
"788",2019-08-18,"en","KHM",3,"1"
"789",2019-08-18,"en","KOR",1,"1"
"790",2019-08-18,"en","LAO",2,"1"
"791",2019-08-18,"en","LBN",2,"1"
"792",2019-08-18,"en","LBY",4,"1"
"793",2019-08-18,"en","LKA",2,"1"
"794",2019-08-18,"en","LSO",1,"1"
"795",2019-08-18,"en","LUX",7,"1"
"796",2019-08-18,"en","MAR",1,"1"
"797",2019-08-18,"en","MDG",2,"1"
"798",2019-08-18,"en","MEX",5,"1"
"799",2019-08-18,"en","MKD",1,"1"
"800",2019-08-18,"en","MLI",11,"1"
"801",2019-08-18,"en","MLT",2,"1"
"802",2019-08-18,"en","MMR",4,"1"
"803",2019-08-18,"en","MNG",1,"1"
"804",2019-08-18,"en","MSR",1,"1"
"805",2019-08-18,"en","MWI",1,"1"
"806",2019-08-18,"en","MYS",1,"1"
"807",2019-08-18,"en","NAM",6,"1"
"808",2019-08-18,"en","NGA",18,"1"
"809",2019-08-18,"en","NLD",3,"1"
"810",2019-08-18,"en","NOR",4,"1"
"811",2019-08-18,"en","NPL",1,"1"
"812",2019-08-18,"en","NZL",2,"1"
"813",2019-08-18,"en","OMN",2,"1"
"814",2019-08-18,"en","PAK",18,"1"
"815",2019-08-18,"en","PHL",25,"1"
"816",2019-08-18,"en","POL",1,"1"
"817",2019-08-18,"en","PRI",1,"1"
"818",2019-08-18,"en","PRK",1,"1"
"819",2019-08-18,"en","PRT",6,"1"
"820",2019-08-18,"en","PRY",2,"1"
"821",2019-08-18,"en","PYF",1,"1"
"822",2019-08-18,"en","QAT",11,"1"
"823",2019-08-18,"en","ROU",1,"1"
"824",2019-08-18,"en","RUS",1,"1"
"825",2019-08-18,"en","RWA",2,"1"
"826",2019-08-18,"en","SAU",3,"1"
"827",2019-08-18,"en","SEN",5,"1"
"828",2019-08-18,"en","SLE",1,"1"
"829",2019-08-18,"en","SOM",12,"1"
"830",2019-08-18,"en","SRB",1,"1"
"831",2019-08-18,"en","SVN",2,"1"
"832",2019-08-18,"en","SWE",7,"1"
"833",2019-08-18,"en","SYR",4,"1"
"834",2019-08-18,"en","TCD",1,"1"
"835",2019-08-18,"en","THA",3,"1"
"836",2019-08-18,"en","TUR",5,"1"
"837",2019-08-18,"en","UGA",14,"1"
"838",2019-08-18,"en","UKR",3,"1"
"839",2019-08-18,"en","USA",6955,"1"
"840",2019-08-18,"en","VEN",8,"1"
"841",2019-08-18,"en","VIR",1,"1"
"842",2019-08-18,"en","YEM",1,"1"
"843",2019-08-18,"en","ZAF",9,"1"
"844",2019-08-18,"en","ZMB",3,"1"
"845",2019-08-18,"en","ZWE",6,"1"
"847",2019-08-18,"fr","BEL",1,"1"
"848",2019-08-18,"fr","BEN",1,"1"
"849",2019-08-18,"fr","FRA",12,"1"
"850",2019-08-18,"fr","ISR",1,"1"
"851",2019-08-18,"fr","MAR",1,"1"
"852",2019-08-18,"fr","SVN",1,"1"
"854",2019-08-25,"ar","ARE",3,"1"
"855",2019-08-25,"ar","AUS",1,"1"
"856",2019-08-25,"ar","CHE",1,"1"
"857",2019-08-25,"ar","DEU",2,"1"
"858",2019-08-25,"ar","EGY",21,"1"
"859",2019-08-25,"ar","ESP",1,"1"
"860",2019-08-25,"ar","FIN",1,"1"
"861",2019-08-25,"ar","GBR",10,"1"
"862",2019-08-25,"ar","IRN",2,"1"
"863",2019-08-25,"ar","IRQ",3,"1"
"864",2019-08-25,"ar","ISR",2,"1"
"865",2019-08-25,"ar","KWT",3,"1"
"866",2019-08-25,"ar","LBN",8,"1"
"867",2019-08-25,"ar","LBY",3,"1"
"868",2019-08-25,"ar","MYS",1,"1"
"869",2019-08-25,"ar","NLD",1,"1"
"870",2019-08-25,"ar","OMN",5,"1"
"871",2019-08-25,"ar","PSE",4,"1"
"872",2019-08-25,"ar","SAU",12,"1"
"873",2019-08-25,"ar","SYR",31,"1"
"874",2019-08-25,"ar","TUR",3,"1"
"875",2019-08-25,"ar","UKR",1,"1"
"876",2019-08-25,"ar","USA",5,"1"
"877",2019-08-25,"ar","YEM",45,"1"
"879",2019-08-25,"en","AFG",10,"1"
"880",2019-08-25,"en","ALB",1,"1"
"881",2019-08-25,"en","ARE",7,"1"
"882",2019-08-25,"en","ARG",2,"1"
"883",2019-08-25,"en","AUS",8,"1"
"884",2019-08-25,"en","AUT",3,"1"
"885",2019-08-25,"en","BDI",1,"1"
"886",2019-08-25,"en","BEL",5,"1"
"887",2019-08-25,"en","BHS",2,"1"
"888",2019-08-25,"en","BMU",1,"1"
"889",2019-08-25,"en","BOL",1,"1"
"890",2019-08-25,"en","BRA",13,"1"
"891",2019-08-25,"en","BRB",1,"1"
"892",2019-08-25,"en","BRN",1,"1"
"893",2019-08-25,"en","BWA",2,"1"
"894",2019-08-25,"en","CAF",1,"1"
"895",2019-08-25,"en","CAN",31,"1"
"896",2019-08-25,"en","CHE",3,"1"
"897",2019-08-25,"en","CHL",2,"1"
"898",2019-08-25,"en","CHN",5,"1"
"899",2019-08-25,"en","CMR",24,"1"
"900",2019-08-25,"en","COD",1,"1"
"901",2019-08-25,"en","CUB",1,"1"
"902",2019-08-25,"en","CYP",1,"1"
"903",2019-08-25,"en","CZE",1,"1"
"904",2019-08-25,"en","DEU",25,"1"
"905",2019-08-25,"en","DMA",1,"1"
"906",2019-08-25,"en","DNK",14,"1"
"907",2019-08-25,"en","ECU",1,"1"
"908",2019-08-25,"en","ESP",11,"1"
"909",2019-08-25,"en","ETH",6,"1"
"910",2019-08-25,"en","FIN",28,"1"
"911",2019-08-25,"en","FJI",2,"1"
"912",2019-08-25,"en","FRA",28,"1"
"913",2019-08-25,"en","GBR",76,"1"
"914",2019-08-25,"en","GGY",2,"1"
"915",2019-08-25,"en","GHA",12,"1"
"916",2019-08-25,"en","GMB",1,"1"
"917",2019-08-25,"en","GRC",2,"1"
"918",2019-08-25,"en","GTM",2,"1"
"919",2019-08-25,"en","GUY",1,"1"
"920",2019-08-25,"en","HKG",5,"1"
"921",2019-08-25,"en","HRV",1,"1"
"922",2019-08-25,"en","HUN",1,"1"
"923",2019-08-25,"en","IDN",34,"1"
"924",2019-08-25,"en","IMN",1,"1"
"925",2019-08-25,"en","IND",84,"1"
"926",2019-08-25,"en","IRL",7,"1"
"927",2019-08-25,"en","IRN",17,"1"
"928",2019-08-25,"en","IRQ",4,"1"
"929",2019-08-25,"en","ITA",7,"1"
"930",2019-08-25,"en","JAM",2,"1"
"931",2019-08-25,"en","JOR",1,"1"
"932",2019-08-25,"en","JPN",24,"1"
"933",2019-08-25,"en","KAZ",2,"1"
"934",2019-08-25,"en","KEN",10,"1"
"935",2019-08-25,"en","KHM",1,"1"
"936",2019-08-25,"en","KOR",3,"1"
"937",2019-08-25,"en","LBY",2,"1"
"938",2019-08-25,"en","LKA",1,"1"
"939",2019-08-25,"en","LSO",1,"1"
"940",2019-08-25,"en","LUX",4,"1"
"941",2019-08-25,"en","LVA",3,"1"
"942",2019-08-25,"en","MAR",4,"1"
"943",2019-08-25,"en","MEX",12,"1"
"944",2019-08-25,"en","MLI",2,"1"
"945",2019-08-25,"en","MLT",2,"1"
"946",2019-08-25,"en","MMR",7,"1"
"947",2019-08-25,"en","MNG",2,"1"
"948",2019-08-25,"en","MSR",3,"1"
"949",2019-08-25,"en","MYS",7,"1"
"950",2019-08-25,"en","NAM",2,"1"
"951",2019-08-25,"en","NGA",17,"1"
"952",2019-08-25,"en","NLD",7,"1"
"953",2019-08-25,"en","NOR",9,"1"
"954",2019-08-25,"en","NPL",15,"1"
"955",2019-08-25,"en","NZL",2,"1"
"956",2019-08-25,"en","OMN",3,"1"
"957",2019-08-25,"en","PAK",11,"1"
"958",2019-08-25,"en","PER",1,"1"
"959",2019-08-25,"en","PHL",21,"1"
"960",2019-08-25,"en","PLW",1,"1"
"961",2019-08-25,"en","POL",5,"1"
"962",2019-08-25,"en","PRI",1,"1"
"963",2019-08-25,"en","PRT",3,"1"
"964",2019-08-25,"en","PSE",5,"1"
"965",2019-08-25,"en","PYF",1,"1"
"966",2019-08-25,"en","QAT",4,"1"
"967",2019-08-25,"en","REU",1,"1"
"968",2019-08-25,"en","RUS",1,"1"
"969",2019-08-25,"en","RWA",2,"1"
"970",2019-08-25,"en","SAU",2,"1"
"971",2019-08-25,"en","SDN",1,"1"
"972",2019-08-25,"en","SEN",4,"1"
"973",2019-08-25,"en","SOM",10,"1"
"974",2019-08-25,"en","SVN",2,"1"
"975",2019-08-25,"en","SWE",14,"1"
"976",2019-08-25,"en","SWZ",4,"1"
"977",2019-08-25,"en","SYR",1,"1"
"978",2019-08-25,"en","TCD",2,"1"
"979",2019-08-25,"en","THA",1,"1"
"980",2019-08-25,"en","TUN",1,"1"
"981",2019-08-25,"en","TUR",10,"1"
"982",2019-08-25,"en","TWN",4,"1"
"983",2019-08-25,"en","UGA",8,"1"
"984",2019-08-25,"en","UKR",5,"1"
"985",2019-08-25,"en","USA",9930,"1"
"986",2019-08-25,"en","VEN",4,"1"
"987",2019-08-25,"en","ZAF",20,"1"
"988",2019-08-25,"en","ZMB",3,"1"
"989",2019-08-25,"en","ZWE",16,"1"
"991",2019-08-25,"fr","BEL",4,"1"
"992",2019-08-25,"fr","CHE",2,"1"
"993",2019-08-25,"fr","CMR",2,"1"
"994",2019-08-25,"fr","COG",1,"1"
"995",2019-08-25,"fr","FRA",16,"1"
"996",2019-08-25,"fr","MEX",1,"1"
"997",2019-08-25,"fr","SEN",1,"1"
"998",2019-08-25,"fr","TUR",1,"1"
"999",2019-08-25,"fr","USA",1,"1"
"1001",2019-09-01,"ar","AFG",1,"1"
"1002",2019-09-01,"ar","ARE",9,"1"
"1003",2019-09-01,"ar","AUS",1,"1"
"1004",2019-09-01,"ar","AUT",1,"1"
"1005",2019-09-01,"ar","AZE",2,"1"
"1006",2019-09-01,"ar","BEL",1,"1"
"1007",2019-09-01,"ar","BGD",1,"1"
"1008",2019-09-01,"ar","BRA",2,"1"
"1009",2019-09-01,"ar","CAN",1,"1"
"1010",2019-09-01,"ar","CHE",2,"1"
"1011",2019-09-01,"ar","CHN",1,"1"
"1012",2019-09-01,"ar","DEU",2,"1"
"1013",2019-09-01,"ar","EGY",62,"1"
"1014",2019-09-01,"ar","FIN",1,"1"
"1015",2019-09-01,"ar","GBR",14,"1"
"1016",2019-09-01,"ar","IRQ",7,"1"
"1017",2019-09-01,"ar","JOR",1,"1"
"1018",2019-09-01,"ar","KWT",13,"1"
"1019",2019-09-01,"ar","LBN",42,"1"
"1020",2019-09-01,"ar","LBY",2,"1"
"1021",2019-09-01,"ar","MAR",2,"1"
"1022",2019-09-01,"ar","MRT",1,"1"
"1023",2019-09-01,"ar","NLD",1,"1"
"1024",2019-09-01,"ar","NOR",1,"1"
"1025",2019-09-01,"ar","NPL",1,"1"
"1026",2019-09-01,"ar","OMN",6,"1"
"1027",2019-09-01,"ar","PSE",5,"1"
"1028",2019-09-01,"ar","QAT",1,"1"
"1029",2019-09-01,"ar","RUS",3,"1"
"1030",2019-09-01,"ar","SAU",18,"1"
"1031",2019-09-01,"ar","SDN",2,"1"
"1032",2019-09-01,"ar","SWE",1,"1"
"1033",2019-09-01,"ar","SYR",38,"1"
"1034",2019-09-01,"ar","TUN",1,"1"
"1035",2019-09-01,"ar","TUR",11,"1"
"1036",2019-09-01,"ar","USA",10,"1"
"1037",2019-09-01,"ar","YEM",130,"1"
"1039",2019-09-01,"en","AFG",8,"1"
"1040",2019-09-01,"en","ALB",2,"1"
"1041",2019-09-01,"en","ARE",2,"1"
"1042",2019-09-01,"en","ARG",1,"1"
"1043",2019-09-01,"en","ARM",1,"1"
"1044",2019-09-01,"en","ATA",2,"1"
"1045",2019-09-01,"en","AUS",6,"1"
"1046",2019-09-01,"en","AUT",3,"1"
"1047",2019-09-01,"en","BEL",11,"1"
"1048",2019-09-01,"en","BHR",2,"1"
"1049",2019-09-01,"en","BHS",4,"1"
"1050",2019-09-01,"en","BLR",2,"1"
"1051",2019-09-01,"en","BMU",1,"1"
"1052",2019-09-01,"en","BRA",27,"1"
"1053",2019-09-01,"en","BTN",1,"1"
"1054",2019-09-01,"en","BWA",2,"1"
"1055",2019-09-01,"en","CAN",37,"1"
"1056",2019-09-01,"en","CHE",11,"1"
"1057",2019-09-01,"en","CHL",3,"1"
"1058",2019-09-01,"en","CHN",19,"1"
"1059",2019-09-01,"en","CMR",7,"1"
"1060",2019-09-01,"en","COD",1,"1"
"1061",2019-09-01,"en","COG",1,"1"
"1062",2019-09-01,"en","COL",4,"1"
"1063",2019-09-01,"en","CPV",1,"1"
"1064",2019-09-01,"en","CZE",2,"1"
"1065",2019-09-01,"en","DEU",22,"1"
"1066",2019-09-01,"en","DNK",4,"1"
"1067",2019-09-01,"en","DZA",1,"1"
"1068",2019-09-01,"en","EGY",5,"1"
"1069",2019-09-01,"en","ESP",11,"1"
"1070",2019-09-01,"en","EST",1,"1"
"1071",2019-09-01,"en","ETH",8,"1"
"1072",2019-09-01,"en","FIN",19,"1"
"1073",2019-09-01,"en","FJI",2,"1"
"1074",2019-09-01,"en","FRA",18,"1"
"1075",2019-09-01,"en","GBR",66,"1"
"1076",2019-09-01,"en","GEO",1,"1"
"1077",2019-09-01,"en","GHA",8,"1"
"1078",2019-09-01,"en","GNB",1,"1"
"1079",2019-09-01,"en","GRC",5,"1"
"1080",2019-09-01,"en","HKG",7,"1"
"1081",2019-09-01,"en","HUN",1,"1"
"1082",2019-09-01,"en","IDN",16,"1"
"1083",2019-09-01,"en","IND",52,"1"
"1084",2019-09-01,"en","IRL",5,"1"
"1085",2019-09-01,"en","IRN",6,"1"
"1086",2019-09-01,"en","IRQ",1,"1"
"1087",2019-09-01,"en","ISL",2,"1"
"1088",2019-09-01,"en","ISR",1,"1"
"1089",2019-09-01,"en","ITA",2,"1"
"1090",2019-09-01,"en","JPN",8,"1"
"1091",2019-09-01,"en","KAZ",3,"1"
"1092",2019-09-01,"en","KEN",6,"1"
"1093",2019-09-01,"en","KHM",5,"1"
"1094",2019-09-01,"en","KOR",4,"1"
"1095",2019-09-01,"en","KWT",1,"1"
"1096",2019-09-01,"en","LBN",4,"1"
"1097",2019-09-01,"en","LBY",1,"1"
"1098",2019-09-01,"en","LIE",2,"1"
"1099",2019-09-01,"en","MAR",2,"1"
"1100",2019-09-01,"en","MDG",2,"1"
"1101",2019-09-01,"en","MDV",2,"1"
"1102",2019-09-01,"en","MEX",4,"1"
"1103",2019-09-01,"en","MLT",2,"1"
"1104",2019-09-01,"en","MNG",2,"1"
"1105",2019-09-01,"en","MYS",1,"1"
"1106",2019-09-01,"en","NAM",12,"1"
"1107",2019-09-01,"en","NGA",25,"1"
"1108",2019-09-01,"en","NLD",10,"1"
"1109",2019-09-01,"en","NOR",9,"1"
"1110",2019-09-01,"en","NPL",6,"1"
"1111",2019-09-01,"en","NZL",4,"1"
"1112",2019-09-01,"en","OMN",2,"1"
"1113",2019-09-01,"en","PAK",9,"1"
"1114",2019-09-01,"en","PAN",1,"1"
"1115",2019-09-01,"en","PER",1,"1"
"1116",2019-09-01,"en","PHL",6,"1"
"1117",2019-09-01,"en","POL",5,"1"
"1118",2019-09-01,"en","PRT",8,"1"
"1119",2019-09-01,"en","QAT",4,"1"
"1120",2019-09-01,"en","ROU",2,"1"
"1121",2019-09-01,"en","RUS",5,"1"
"1122",2019-09-01,"en","RWA",1,"1"
"1123",2019-09-01,"en","SAU",9,"1"
"1124",2019-09-01,"en","SEN",2,"1"
"1125",2019-09-01,"en","SGP",1,"1"
"1126",2019-09-01,"en","SOM",7,"1"
"1127",2019-09-01,"en","SSD",1,"1"
"1128",2019-09-01,"en","SVN",1,"1"
"1129",2019-09-01,"en","SWE",8,"1"
"1130",2019-09-01,"en","SYR",9,"1"
"1131",2019-09-01,"en","THA",3,"1"
"1132",2019-09-01,"en","TUR",4,"1"
"1133",2019-09-01,"en","TWN",4,"1"
"1134",2019-09-01,"en","TZA",1,"1"
"1135",2019-09-01,"en","UGA",1,"1"
"1136",2019-09-01,"en","UKR",3,"1"
"1137",2019-09-01,"en","USA",8411,"1"
"1138",2019-09-01,"en","VAT",1,"1"
"1139",2019-09-01,"en","VEN",5,"1"
"1140",2019-09-01,"en","VNM",1,"1"
"1141",2019-09-01,"en","VUT",1,"1"
"1142",2019-09-01,"en","YEM",39,"1"
"1143",2019-09-01,"en","ZAF",37,"1"
"1144",2019-09-01,"en","ZWE",29,"1"
"1146",2019-09-01,"fr","BEN",1,"1"
"1147",2019-09-01,"fr","BFA",1,"1"
"1148",2019-09-01,"fr","CMR",2,"1"
"1149",2019-09-01,"fr","COD",1,"1"
"1150",2019-09-01,"fr","COG",1,"1"
"1151",2019-09-01,"fr","FIN",1,"1"
"1152",2019-09-01,"fr","FRA",9,"1"
"1153",2019-09-01,"fr","GBR",1,"1"
"1154",2019-09-01,"fr","GUF",1,"1"
"1155",2019-09-01,"fr","ISR",1,"1"
"1156",2019-09-01,"fr","KHM",1,"1"
"1157",2019-09-01,"fr","MAR",1,"1"
"1158",2019-09-01,"fr","SEN",2,"1"
"1159",2019-09-01,"fr","USA",3,"1"
"1161",2019-09-08,"ar","EGY",2,"1"
"1162",2019-09-08,"ar","GBR",1,"1"
"1163",2019-09-08,"ar","JOR",2,"1"
"1164",2019-09-08,"ar","KWT",4,"1"
"1165",2019-09-08,"ar","PSE",1,"1"
"1166",2019-09-08,"ar","SAU",1,"1"
"1167",2019-09-08,"ar","SYR",5,"1"
"1168",2019-09-08,"ar","TUR",1,"1"
"1169",2019-09-08,"ar","USA",2,"1"
"1170",2019-09-08,"ar","YEM",10,"1"
"1172",2019-09-08,"en","AFG",8,"1"
"1173",2019-09-08,"en","AGO",1,"1"
"1174",2019-09-08,"en","ATA",1,"1"
"1175",2019-09-08,"en","AUS",3,"1"
"1176",2019-09-08,"en","AUT",1,"1"
"1177",2019-09-08,"en","BHR",1,"1"
"1178",2019-09-08,"en","BOL",1,"1"
"1179",2019-09-08,"en","BRA",4,"1"
"1180",2019-09-08,"en","BWA",2,"1"
"1181",2019-09-08,"en","CAN",12,"1"
"1182",2019-09-08,"en","CHE",9,"1"
"1183",2019-09-08,"en","CHN",5,"1"
"1184",2019-09-08,"en","CMR",4,"1"
"1185",2019-09-08,"en","COG",1,"1"
"1186",2019-09-08,"en","COL",1,"1"
"1187",2019-09-08,"en","CYM",2,"1"
"1188",2019-09-08,"en","CYP",1,"1"
"1189",2019-09-08,"en","CZE",1,"1"
"1190",2019-09-08,"en","DEU",11,"1"
"1191",2019-09-08,"en","DNK",3,"1"
"1192",2019-09-08,"en","ESP",1,"1"
"1193",2019-09-08,"en","ETH",2,"1"
"1194",2019-09-08,"en","FIN",8,"1"
"1195",2019-09-08,"en","FRA",5,"1"
"1196",2019-09-08,"en","GBR",28,"1"
"1197",2019-09-08,"en","GRC",2,"1"
"1198",2019-09-08,"en","HKG",6,"1"
"1199",2019-09-08,"en","HND",1,"1"
"1200",2019-09-08,"en","HUN",2,"1"
"1201",2019-09-08,"en","IDN",13,"1"
"1202",2019-09-08,"en","IND",26,"1"
"1203",2019-09-08,"en","IRL",2,"1"
"1204",2019-09-08,"en","IRN",4,"1"
"1205",2019-09-08,"en","ISL",1,"1"
"1206",2019-09-08,"en","ITA",6,"1"
"1207",2019-09-08,"en","JPN",1,"1"
"1208",2019-09-08,"en","KEN",2,"1"
"1209",2019-09-08,"en","KHM",1,"1"
"1210",2019-09-08,"en","LBY",1,"1"
"1211",2019-09-08,"en","LKA",1,"1"
"1212",2019-09-08,"en","LUX",1,"1"
"1213",2019-09-08,"en","MAR",1,"1"
"1214",2019-09-08,"en","MDG",1,"1"
